ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
274-09-1108|36232090878072|Richard|Edwards|M|7997 Cross Centers|Oroville|CA|95965|39.6054|-121.5751|51027|Legal executive|1969-04-29|39255554444|adults_50up_male_urban.json
291-51-1336|38668584255186|Laura|Wilson|F|417 Jason Ways|Chester|MA|01011|42.2794|-72.9888|1370|Primary school teacher|1977-03-04|859065899332|adults_2550_female_rural.json
431-94-1997|2274023183814851|Eric|Ruiz|M|84878 Bryant Pine|Los Angeles|CA|90066|34.003|-118.4298|2383912|Chartered management accountant|2001-09-09|606305562314|young_adults_male_urban.json
071-29-8191|4771541105926772919|Tracy|White|M|623 Thompson Loop|Chula Vista|CA|91910|32.6371|-117.0676|239879|Psychotherapist, dance movement|1984-12-31|768348768359|adults_2550_male_urban.json
853-16-2542|3597832987600920|Sandra|Wallace|F|467 Meghan Viaduct Suite 770|Brooklyn|NY|11230|40.6225|-73.965|2504700|Surveyor, planning and development|1991-07-18|364405899295|adults_2550_female_urban.json
033-64-4172|30077295452413|Kayla|Smith|F|418 Samuel Heights Apt. 423|Camden|IN|46917|40.5996|-86.5152|1853|Teaching laboratory technician|1947-08-10|959098127098|adults_50up_female_rural.json
375-27-2423|4871960528825191107|Stephanie|Kramer|F|703 Reed Ford|Asheboro|NC|27205|35.6396|-79.8509|54324|Housing manager/officer|2004-11-29|768819204690|young_adults_female_urban.json
465-85-4959|4795525221828202|Adriana|Stevenson|F|879 Davis Garden|Mount Vernon|WA|98273|48.4352|-122.2082|45330|Insurance claims handler|1998-11-28|401144485931|adults_2550_female_urban.json
217-62-6681|3576872385613252|Amanda|Ramirez|F|981 Higgins Estates|Evans City|PA|16033|40.7808|-80.0592|6165|Careers adviser|1963-01-13|517977140771|adults_50up_female_urban.json
543-79-4079|4829827433330708|April|Mcdowell|F|47772 Samuel Ridge|Bellmawr|NJ|08031|39.8689|-75.0944|11584|Financial risk analyst|1950-07-13|93180482363|adults_50up_female_urban.json
150-66-5886|30386431490835|Jason|Parrish|M|231 Jack Point Suite 392|Jefferson|GA|30549|34.1062|-83.5708|22500|Private music teacher|1950-05-14|908556023713|adults_50up_male_urban.json
334-21-5127|6592578749159931|Robert|Silva|M|206 Craig Stravenue Suite 493|Frankfort|IN|46041|40.3044|-86.4689|23891|Journalist, magazine|1975-06-29|422236918392|adults_2550_male_urban.json
643-25-6955|4197908373160|Abigail|Turner|F|45998 Bailey Lodge|Jacksonburg|WV|26377|39.5416|-80.6437|700|Haematologist|1981-12-22|319113421577|adults_2550_female_rural.json
585-44-8657|4059779020926|David|Torres|M|427 Lisa Lock Suite 701|Somersworth|NH|03878|43.2525|-70.8756|11824|Catering manager|1969-04-19|708986247933|adults_50up_male_urban.json
888-53-5256|3507456381637632|Victoria|Moore|F|1988 Nolan Rest Apt. 207|Derwood|MD|20855|39.1345|-77.1477|14295|Press photographer|1956-10-09|375396111693|adults_50up_female_urban.json
639-40-5779|6011174819692705|Michael|Little|M|9712 Perry Lane Suite 191|Narvon|PA|17555|40.1252|-75.9756|7525|Printmaker|1987-02-13|522811422567|adults_2550_male_urban.json
456-80-6793|675981413577|Carrie|Harris|F|58797 Tammy Road Suite 247|Rancho Palos Verdes|CA|90275|33.7515|-118.367|41804|Patent attorney|1971-12-26|960152793460|adults_50up_female_urban.json
602-26-8469|4077311496065|Sarah|Simmons|F|349 Brown Causeway|Livingston|MT|59047|45.6546|-110.5609|11880|Community education officer|1971-05-20|828060027028|adults_50up_female_urban.json
593-19-7372|4577633316149|Ashley|Smith|F|1602 Julie Landing Suite 332|Oklahoma City|OK|73132|35.5583|-97.6375|640470|Learning disability nurse|1967-02-27|481565953714|adults_50up_female_urban.json
076-88-4042|6504509050689296|James|Campbell|M|151 Peggy Burg|Statesville|NC|28625|35.8651|-80.8858|69129|Administrator|1966-07-09|29884110525|adults_50up_male_urban.json
680-90-8188|4029973316699849|James|Mccoy|M|1849 Case Point Suite 835|Saint Augustine|FL|32092|29.9475|-81.5264|109984|Designer, jewellery|1996-07-03|646086427421|adults_2550_male_urban.json
177-30-5568|4545126030706599|Cynthia|Lynch|F|434 Petersen Rapids|North Grosvenordale|CT|06255|41.9784|-71.8997|4744|Health service manager|1950-07-28|823683400578|adults_50up_female_urban.json
707-20-1425|343385327586559|Kristy|Payne|F|774 Mary Causeway Apt. 113|Memphis|TN|38115|35.0579|-89.864|697385|Sports administrator|1999-04-20|327896343506|adults_2550_female_urban.json
667-59-8412|3565456497577655|Peter|Griffin|M|939 Blair Manor Suite 997|Chandler|AZ|85226|33.3092|-111.9198|255641|Commissioning editor|1960-07-27|82899073218|adults_50up_male_urban.json
780-30-8636|6512572348661444|Jonathan|Vincent|M|7172 Carlson Inlet|Providence|RI|02905|41.7845|-71.3959|203571|Warehouse manager|1992-02-08|267528756249|adults_2550_male_urban.json
884-25-9559|213185725748224|Kathryn|Jones|F|822 Daniel Drive Suite 290|Winston Salem|NC|27101|36.1024|-80.2228|250944|Commercial horticulturist|1956-10-30|704234102117|adults_50up_female_urban.json
710-70-3104|213153934661836|Anna|Sloan|F|7785 Jamie Cliff Apt. 398|Lake Worth|FL|33460|26.6182|-80.056|215808|Industrial/product designer|1983-07-29|317906318923|adults_2550_female_urban.json
804-16-1165|3571680064212014|Calvin|Graves|M|5060 Dawn Lane|Fillmore|CA|93015|34.3934|-118.8643|17334|IT technical support officer|1975-11-26|714770372176|adults_2550_male_urban.json
172-61-0838|371554889839939|Christopher|Everett|M|840 Johnson Lodge Suite 435|Lithonia|GA|30038|33.6823|-84.161|90178|Psychologist, educational|1998-03-25|739616800535|adults_2550_male_urban.json
325-50-6825|4689566708288238|Adam|Reilly|M|6360 Erickson Parkway|Le Roy|IL|61752|40.3468|-88.7598|4339|Pension scheme manager|1987-05-14|469512924241|adults_2550_male_urban.json
506-49-7867|3581521150732499|Jeremiah|Aguirre|M|45265 Hunter Burg Apt. 326|Westport|CT|06880|41.1434|-73.3496|26647|Site engineer|1986-11-24|389434314387|adults_2550_male_urban.json
857-48-9154|4044403529589774574|Alexander|Bauer|M|30182 Lucas Spurs Suite 868|Nashville|TN|37214|36.1633|-86.6609|431336|Teacher, special educational needs|2002-08-13|410693679095|young_adults_male_urban.json
523-33-7980|4009867686910279|Ryan|Torres|M|0333 Reed Cliff Suite 531|Cleveland|OH|44120|41.4714|-81.5839|769341|Financial risk analyst|1985-11-10|839574615927|adults_2550_male_urban.json
314-37-3065|6502786812649063|Jennifer|Sanchez|F|752 Emily Haven|Shawnee Mission|KS|66209|38.8984|-94.6377|370212|Designer, jewellery|1965-09-18|530294740762|adults_50up_female_urban.json
706-31-3491|30223251285450|Stephanie|Gibbs|F|18927 Cody Circle Suite 231|Bend|OR|97702|44.0223|-121.2985|105390|Warehouse manager|1937-08-13|964704260548|adults_50up_female_urban.json
834-80-4781|3590930022909970|Robert|Baker|M|07493 Ashley Freeway|New York City|NY|10128|40.7816|-73.9511|1577385|Insurance broker|1977-01-29|267552781123|adults_2550_male_urban.json
445-25-2685|4581170813286|Brian|West|M|610 Figueroa Fields|Fort Wayne|IN|46835|41.1371|-85.0685|305409|Historic buildings inspector/conservation officer|1960-04-21|730890968408|adults_50up_male_urban.json
376-12-6906|4269989732776960|Michael|Key|M|534 Omar Tunnel Apt. 648|Biloxi|MS|39532|30.511|-88.9681|60917|Heritage manager|1972-12-13|131113504708|adults_50up_male_urban.json
244-09-6023|180025208759398|Morgan|Davis|F|912 Kristy Fields|Las Vegas|NV|89102|36.1433|-115.2004|1417793|Public librarian|2001-11-25|402111719402|young_adults_female_urban.json
645-38-8182|30291095965678|Amanda|Harris|F|5462 Kara Falls Suite 483|Barberton|OH|44203|41.0197|-81.6212|41248|Journalist, magazine|1990-08-19|28287000294|adults_2550_female_urban.json
704-06-4521|4802339694130057877|John|Reilly|M|499 Jones Trace|Clementon|NJ|08021|39.8036|-75.0058|44833|IT consultant|1978-02-18|455583768234|adults_2550_male_urban.json
066-89-1154|375309468004009|Debra|King|F|200 Chen Pine|Charlotte|NC|28203|35.2081|-80.8583|790689|Ophthalmologist|1935-08-20|349406677548|adults_50up_female_urban.json
209-39-4882|346551665562513|Walter|Bell|M|7626 Vega Brook Suite 848|Fountain Valley|CA|92708|33.7102|-117.9503|56004|Therapist, art|1986-03-11|785585922147|adults_2550_male_urban.json
066-35-2734|4465118077250454|Sarah|Shaffer|F|359 Sarah Greens Suite 000|Coalinga|CA|93210|36.1624|-120.3489|19504|Engineer, automotive|1981-01-02|199231868002|adults_2550_female_urban.json
124-26-0342|213174140621125|Jeffrey|Kaufman|M|7460 Compton Ranch|Corryton|TN|37721|36.12|-83.813|12733|Chartered loss adjuster|1989-10-26|178201066385|adults_2550_male_urban.json
501-14-8179|4281925794060897|Sandra|Davis|F|373 Rodriguez Fields|Schuyler|NE|68661|41.4591|-97.0628|7282|Education officer, environmental|2001-03-25|985461640986|young_adults_female_urban.json
835-47-2085|2400963874571079|David|Byrd|M|377 Cole Meadow|Palmdale|CA|93552|34.5715|-118.0231|171170|Publishing rights manager|1951-11-19|533231306041|adults_50up_male_urban.json
188-50-6224|4027734758419|Christopher|Fisher|M|6171 Philip Shoals|San Bernardino|CA|92410|34.1069|-117.2975|236660|Multimedia specialist|1957-08-11|985576760550|adults_50up_male_urban.json
563-81-4370|340713576807488|Thomas|Gilmore|M|02368 Heather Plains|O Fallon|MO|63368|38.7513|-90.7296|89535|Museum/gallery conservator|1956-04-16|143544774019|adults_50up_male_urban.json
601-63-6610|2277435624190054|Christopher|Rodriguez|M|506 Shea Stravenue Suite 582|Los Angeles|CA|90002|33.9497|-118.2462|2383912|Psychiatrist|1984-07-12|185877630007|adults_2550_male_urban.json
285-47-7816|4758202410063521|Elizabeth|Dixon|F|71052 Steven Mountain Suite 176|Brumley|MO|65017|38.0709|-92.4747|1549|Tourism officer|1995-11-22|104370432865|adults_2550_female_rural.json
015-24-1436|4554734552853364|Leslie|Boone|F|418 Alvarez Alley|Walnut Creek|CA|94598|37.9194|-122.0259|82557|Paramedic|1959-11-09|225103825178|adults_50up_female_urban.json
595-70-4461|180016380407070|Melissa|Sherman|F|9524 Kevin Court|Los Angeles|CA|90026|34.0766|-118.2646|2383912|Civil engineer, contracting|1974-07-10|121316464032|adults_50up_female_urban.json
735-09-5807|4625067655033468|Michael|Weber|M|183 Taylor Lock Suite 800|Baldwin|NY|11510|40.6548|-73.6097|33048|Dentist|1983-09-03|472539054455|adults_2550_male_urban.json
142-75-0279|2278829037494005|Justin|White|M|27252 Young Highway Suite 733|White City|KS|66872|38.789|-96.7637|1134|Surveyor, building control|1999-03-02|312722396434|adults_2550_male_rural.json
350-75-0431|349241764424453|Renee|Matthews|F|58863 Nicholas Loaf|Louisville|KY|40291|38.1313|-85.5754|736284|Customer service manager|1991-12-15|448546526798|adults_2550_female_urban.json
648-27-8613|4117221786311302|Ana|Wilson|F|0322 Raymond Plain|Klamath Falls|OR|97603|42.1919|-121.7241|51984|Programmer, multimedia|1995-12-10|814933186237|adults_2550_female_urban.json
757-81-3582|30205647592319|Lisa|Lowery|F|768 Kathryn Course|Owatonna|MN|55060|44.0805|-93.2191|28911|Counselling psychologist|1996-05-29|370178725945|adults_2550_female_urban.json
620-23-6850|581137317706|Andrea|Ford|F|827 Corey Street|Kokomo|IN|46902|40.4509|-86.1352|73330|Information systems manager|1956-10-30|888463794086|adults_50up_female_urban.json
173-08-8732|3515951717718163|Eric|Allen|M|75802 Bullock Walk|Turlock|CA|95382|37.5239|-120.8517|77377|Garment/textile technologist|1984-07-19|595058523722|adults_2550_male_urban.json
039-89-5338|3578329994349651|Benjamin|Moreno|M|2713 Dana Underpass|West Palm Beach|FL|33412|26.8055|-80.2482|459921|Chemist, analytical|1963-01-29|485158404058|adults_50up_male_urban.json
539-96-7671|30103751699618|Keith|Glover|M|8364 Fowler Fall|Cincinnati|OH|45237|39.188|-84.458|795220|Surveyor, planning and development|1995-04-09|528567560053|adults_2550_male_urban.json
324-73-7380|373480929186453|Jason|Campbell|M|68202 Angela Garden Apt. 990|State College|PA|16803|40.8082|-77.8926|66497|Office manager|1957-05-06|989386967603|adults_50up_male_urban.json
492-49-2470|4431476670965972|Gregory|Melton|M|8677 Michelle Parks|Chattanooga|TN|37421|35.025|-85.1459|198659|Firefighter|1957-07-28|806712617909|adults_50up_male_urban.json
604-53-4748|4714961854054691182|Kimberly|Byrd|F|375 Wang Pine|Willmar|MN|56201|45.1393|-95.0523|23173|Health visitor|2000-03-25|811964980991|young_adults_female_urban.json
533-53-5261|375327258795792|Michelle|Johnson|F|22779 Wagner Island Suite 426|Kinsman|OH|44428|41.4354|-80.5765|3290|Ophthalmologist|1988-10-25|831859939081|adults_2550_female_urban.json
797-21-5353|4454139489688290|Mark|Young|M|63758 Walker Plains|Hoboken|NJ|07030|40.7445|-74.0329|50005|Newspaper journalist|1985-06-05|593648198228|adults_2550_male_urban.json
374-72-3070|6011968748975739|Brian|Bryan|M|437 Carney Port|Topeka|KS|66616|39.0645|-95.6413|163415|Herpetologist|1960-12-09|36975062715|adults_50up_male_urban.json
541-88-5032|3510159763933729|Ronald|Medina|M|57688 Mark Key Suite 990|Palm Harbor|FL|34684|28.0848|-82.7253|74401|Microbiologist|2002-03-28|530286297079|young_adults_male_urban.json
240-05-7875|6011295927502013|Molly|Hamilton|F|069 Emily Corner|Vista|CA|92083|33.1978|-117.2482|112033|Learning mentor|1991-05-17|367586385702|adults_2550_female_urban.json
701-10-2669|180066767202263|James|Carr|M|0162 Harris Spurs Suite 050|Corpus Christi|TX|78402|27.8262|-97.3857|306433|Contracting civil engineer|1959-07-05|312165782858|adults_50up_male_urban.json
442-79-3455|4687945754364|Amanda|Parker|F|72541 Teresa Extensions Suite 536|Oakland|MS|38948|34.0756|-89.8877|2288|Chemist, analytical|1933-08-06|245421347639|adults_50up_female_rural.json
516-22-6345|3566835283607843|Darrell|Robinson|M|8815 Weaver Parks Apt. 586|Odem|TX|78370|27.9403|-97.5838|4877|IT technical support officer|1994-08-19|490706147990|adults_2550_male_urban.json
106-16-7672|3597371304951047|Charles|Johnson|M|92870 Faith Unions Suite 835|Arpin|WI|54410|44.5419|-90.037|2392|Civil engineer, consulting|1991-02-19|832007929882|adults_2550_male_rural.json
628-62-4820|2281778279972381|Nancy|Rodriguez|F|6946 Jacob Walk|San Pedro|CA|90731|33.7339|-118.2914|80777|Designer, exhibition/display|1994-02-28|297505958821|adults_2550_female_urban.json
062-74-2937|6573074832497936|Sonia|Charles|F|389 Brock Drives Apt. 565|Cobb|WI|53526|42.966|-90.3324|565|Teacher, English as a foreign language|1967-12-12|243124982856|adults_50up_female_rural.json
353-98-9364|349244556132854|Nicholas|Garcia|M|841 Brown Union|Wichita|KS|67218|37.669|-97.2802|409656|Personal assistant|1978-11-20|65099648845|adults_2550_male_urban.json
100-21-7431|345478038743391|George|Smith|M|4046 James Prairie|Marietta|GA|30067|33.9282|-84.4733|302309|Chartered public finance accountant|1972-03-28|101537020834|adults_50up_male_urban.json
059-24-5465|4914742147319697|Derek|Gay|M|547 Tiffany Throughway|Staten Island|NY|10306|40.5682|-74.1184|468730|Medical sales representative|1935-06-12|48094638411|adults_50up_male_urban.json
389-88-9781|4426666195280249|Matthew|Garcia|M|856 Rodriguez Inlet Suite 994|Lima|OH|45801|40.7641|-84.0973|86954|Horticultural therapist|1973-08-27|769511090574|adults_50up_male_urban.json
361-75-6023|4796540851556|Peter|Li|M|2008 Pace Parkway Suite 713|Union City|NJ|07087|40.7674|-74.0323|66515|Structural engineer|2004-09-05|50944480162|young_adults_male_urban.json
643-01-8533|4834088761244333|Amber|Reeves|F|6174 Michael Coves|Gainesville|FL|32608|29.6132|-82.3873|197025|Medical laboratory scientific officer|1990-03-17|547403101108|adults_2550_female_urban.json
283-45-5327|4994576911150|Julie|Lowe|F|50138 Jesse Causeway|Lansing|MI|48906|42.7635|-84.558|162150|Orthoptist|1977-07-25|570527830746|adults_2550_female_urban.json
179-40-6029|3584731344614076|Kimberly|Jenkins|F|7075 Brown Rue|Uniontown|PA|15401|39.8897|-79.7282|32288|Colour technologist|1974-12-12|403827330476|adults_2550_female_urban.json
108-84-1392|3549039460572944|Steven|Smith|M|54386 Cox Union|Wheaton|IL|60189|41.8397|-88.0887|59488|Recruitment consultant|1984-02-23|42466366825|adults_2550_male_urban.json
481-58-4176|4647994375305|Michelle|Johnson|F|7274 Taylor Way Apt. 253|Louisville|KY|40214|38.1593|-85.778|736284|Agricultural consultant|1976-12-18|304716590323|adults_2550_female_urban.json
446-56-0846|4275743100028831|Gary|Phillips|M|753 Banks Corner|Whittier|CA|90604|33.9299|-118.0121|189948|Engineer, mining|1999-08-23|226976014762|young_adults_male_urban.json
257-71-7892|6581700740774632|Steven|Marshall|M|662 Smith Passage Suite 228|San Jose|CA|95120|37.2144|-121.8574|973849|Engineer, materials|1977-04-07|820372077028|adults_2550_male_urban.json
425-84-3325|30512176165882|Neil|Diaz|M|11660 Jose Port|Los Angeles|CA|90002|33.9497|-118.2462|2383912|Investment analyst|1981-06-09|943916156148|adults_2550_male_urban.json
496-14-3034|676310017485|Courtney|Wright|F|9618 Norman Rest|Bellevue|NE|68123|41.1156|-95.9393|60409|Engineer, civil (contracting)|1969-04-26|588920452077|adults_50up_female_urban.json
070-06-6772|378621535525528|Kyle|Hamilton|M|1336 Sharon Forks|Burlington|NC|27215|36.0318|-79.4889|75761|Tourism officer|1993-11-10|93588383440|adults_2550_male_urban.json
472-20-5956|4608420410794259860|Frederick|Wilson|M|561 Herrera Knolls Suite 692|Columbia|MD|21045|39.2051|-76.8322|95072|Training and development officer|1965-12-26|80491345381|adults_50up_male_urban.json
865-66-5306|3504385309607323|Tonya|Howard|F|6532 Sara Isle|Nottingham|MD|21236|39.3914|-76.4871|38474|Financial manager|1967-09-06|240623695930|adults_50up_female_urban.json
100-83-0171|6011009017150355|Lisa|Salinas|F|8106 Sheri Inlet Apt. 667|Temperanceville|VA|23442|37.8954|-75.5528|1059|Operational researcher|1990-10-17|829234418480|adults_2550_female_rural.json
072-75-3452|4029234253224483873|Jessica|Brown|F|7015 Mary Terrace Apt. 087|Canton|OH|44709|40.8423|-81.3862|192805|Conference centre manager|1956-07-20|336898897930|adults_50up_female_urban.json
117-39-3058|4774613100977657|Amy|Rocha|F|502 Kellie Trail Apt. 051|Corinth|MS|38834|34.8759|-88.5916|29133|Engineer, biomedical|1945-08-21|722345727032|adults_50up_female_urban.json
615-37-8422|4177240876766180561|Cynthia|Morris|F|206 Deborah Knolls Apt. 975|Eclectic|AL|36024|32.6542|-86.0316|5428|Event organiser|1928-11-06|75770986830|adults_50up_female_urban.json
798-24-6597|347652151096831|Michael|Gentry|M|812 Reyes Rue Suite 316|Livingston|NJ|07039|40.7896|-74.3202|29358|Local government officer|1964-05-16|168475652605|adults_50up_male_urban.json
121-98-3534|3556665600861050|Tracy|Wolf|F|27438 Vega Mountain|Bronx|NY|10466|40.8904|-73.8503|1382480|Teacher, English as a foreign language|1966-05-08|952137272245|adults_50up_female_urban.json
462-15-5258|5551050971749194|Walter|Johnson|M|320 Delgado Plains Apt. 283|Houston|TX|77023|29.7242|-95.3178|2906700|Marine scientist|1996-05-22|934535073447|adults_2550_male_urban.json
609-76-8147|4904083569817203|Katherine|Crawford|F|27534 Hernandez Manors|Dearborn|MI|48128|42.32|-83.2701|98153|Animal nutritionist|1981-02-15|817207732854|adults_2550_female_urban.json
